iso3,country_name,question_id,outcome,model_id,observed_value,fitted_value,residual,absolute_residual,residual_rank,residual_percentile,overperformer_underperformer,gap_vs_best,gap_vs_group_best,gap_vs_chile,gap_vs_singapore,interpretation
ARE,United Arab Emirates,Q1,oxford_ind_company_investment_emerging_tech,simple_adjusted_internal,79.5,72.06160560143805,7.438394398561954,7.438394398561954,29.0,0.3333333333333333,overperformer,20.5,20.5,41.0,1.0,Observed minus fitted within in-sample descriptive model; not causal.
NOR,Norway,Q2,oxford_public_sector_adoption,simple_adjusted_internal,84.17,82.2361642891025,1.9338357108974975,1.9338357108974975,37.0,0.14285714285714285,overperformer,15.459999999999994,15.459999999999994,13.409999999999997,-8.329999999999998,Observed minus fitted within in-sample descriptive model; not causal.
IRL,Ireland,Q2,oxford_public_sector_adoption,simple_adjusted_internal,74.12,82.89448010350694,-8.774480103506932,8.774480103506932,20.0,0.5476190476190477,underperformer,25.50999999999999,25.50999999999999,3.3599999999999994,-18.379999999999995,Observed minus fitted within in-sample descriptive model; not causal.
FRA,France,Q2,oxford_public_sector_adoption,simple_adjusted_internal,97.18,78.15167242836986,19.028327571630143,19.028327571630143,4.0,0.9285714285714286,overperformer,2.4499999999999886,2.4499999999999886,26.42,4.680000000000007,Observed minus fitted within in-sample descriptive model; not causal.
ESP,Spain,Q2,oxford_public_sector_adoption,simple_adjusted_internal,78.21,74.67256061045785,3.5374393895421434,3.5374393895421434,34.0,0.21428571428571427,overperformer,21.42,21.42,7.449999999999989,-14.290000000000006,Observed minus fitted within in-sample descriptive model; not causal.
NZL,New Zealand,Q2,oxford_public_sector_adoption,simple_adjusted_internal,64.32,80.60418134451874,-16.284181344518743,16.284181344518743,6.0,0.8809523809523809,underperformer,35.31,35.31,-6.440000000000012,-28.180000000000007,Observed minus fitted within in-sample descriptive model; not causal.
NLD,Netherlands (Kingdom of the),Q2,oxford_public_sector_adoption,simple_adjusted_internal,94.01,81.21232098442249,12.797679015577515,12.797679015577515,13.0,0.7142857142857143,overperformer,5.61999999999999,5.61999999999999,23.25,1.5100000000000051,Observed minus fitted within in-sample descriptive model; not causal.
GBR,United Kingdom,Q2,oxford_public_sector_adoption,simple_adjusted_internal,68.93,70.19568276465554,-1.265682764655537,1.265682764655537,41.0,0.047619047619047616,underperformer,30.69999999999999,30.69999999999999,-1.8299999999999983,-23.569999999999993,Observed minus fitted within in-sample descriptive model; not causal.
QAT,Qatar,Q2,oxford_public_sector_adoption,simple_adjusted_internal,62.82,78.89979432529509,-16.07979432529509,16.07979432529509,7.0,0.8571428571428571,underperformer,36.809999999999995,36.809999999999995,-7.940000000000005,-29.68,Observed minus fitted within in-sample descriptive model; not causal.
AUS,Australia,Q2,oxford_public_sector_adoption,simple_adjusted_internal,82.67,73.35500545804335,9.31499454195665,9.31499454195665,17.0,0.6190476190476191,overperformer,16.959999999999994,16.959999999999994,11.909999999999997,-9.829999999999998,Observed minus fitted within in-sample descriptive model; not causal.
ISR,Israel,Q2,oxford_public_sector_adoption,simple_adjusted_internal,70.61,84.86312526003961,-14.25312526003961,14.25312526003961,10.0,0.7857142857142857,underperformer,29.019999999999996,29.019999999999996,-0.15000000000000568,-21.89,Observed minus fitted within in-sample descriptive model; not causal.
BEL,Belgium,Q2,oxford_public_sector_adoption,simple_adjusted_internal,72.0,76.73472194950695,-4.734721949506948,4.734721949506948,32.0,0.2619047619047619,underperformer,27.629999999999995,27.629999999999995,1.2399999999999949,-20.5,Observed minus fitted within in-sample descriptive model; not causal.
CAN,Canada,Q2,oxford_public_sector_adoption,simple_adjusted_internal,78.6,72.91568947815738,5.684310521842619,5.684310521842619,27.0,0.38095238095238093,overperformer,21.03,21.03,7.839999999999989,-13.900000000000006,Observed minus fitted within in-sample descriptive model; not causal.
CHE,Switzerland,Q2,oxford_public_sector_adoption,simple_adjusted_internal,73.93,82.43027334740559,-8.500273347405582,8.500273347405582,21.0,0.5238095238095238,underperformer,25.69999999999999,25.69999999999999,3.1700000000000017,-18.569999999999993,Observed minus fitted within in-sample descriptive model; not causal.
SWE,Sweden,Q2,oxford_public_sector_adoption,simple_adjusted_internal,73.81,80.65247616261361,-6.8424761626136075,6.8424761626136075,24.0,0.4523809523809524,underperformer,25.819999999999993,25.819999999999993,3.049999999999997,-18.689999999999998,Observed minus fitted within in-sample descriptive model; not causal.
AUT,Austria,Q2,oxford_public_sector_adoption,simple_adjusted_internal,81.6,80.29286639544804,1.3071336045519502,1.3071336045519502,40.0,0.07142857142857142,overperformer,18.03,18.03,10.83999999999999,-10.900000000000006,Observed minus fitted within in-sample descriptive model; not causal.
KOR,South Korea,Q2,oxford_public_sector_adoption,simple_adjusted_internal,79.23,89.46207874580138,-10.232078745801374,10.232078745801374,15.0,0.6666666666666666,underperformer,20.39999999999999,20.39999999999999,8.469999999999999,-13.269999999999996,Observed minus fitted within in-sample descriptive model; not causal.
HUN,Hungary,Q2,oxford_public_sector_adoption,simple_adjusted_internal,82.61,69.96936960328286,12.640630396717143,12.640630396717143,14.0,0.6904761904761905,overperformer,17.019999999999996,17.019999999999996,11.849999999999994,-9.89,Observed minus fitted within in-sample descriptive model; not causal.
DNK,Denmark,Q2,oxford_public_sector_adoption,simple_adjusted_internal,85.26,81.09584040228034,4.16415959771966,4.16415959771966,33.0,0.23809523809523808,overperformer,14.36999999999999,14.36999999999999,14.5,-7.239999999999995,Observed minus fitted within in-sample descriptive model; not causal.
DEU,Germany,Q2,oxford_public_sector_adoption,simple_adjusted_internal,82.89,79.95854656056912,2.931453439430882,2.931453439430882,36.0,0.16666666666666666,overperformer,16.739999999999995,16.739999999999995,12.129999999999995,-9.61,Observed minus fitted within in-sample descriptive model; not causal.
POL,Poland,Q2,oxford_public_sector_adoption,simple_adjusted_internal,74.84,73.24437081902502,1.5956291809749814,1.5956291809749814,38.0,0.11904761904761904,overperformer,24.789999999999992,24.789999999999992,4.079999999999998,-17.659999999999997,Observed minus fitted within in-sample descriptive model; not causal.
CZE,Czech Republic,Q2,oxford_public_sector_adoption,simple_adjusted_internal,69.33,77.76248737667632,-8.43248737667632,8.43248737667632,22.0,0.5,underperformer,30.299999999999997,30.299999999999997,-1.4300000000000068,-23.17,Observed minus fitted within in-sample descriptive model; not causal.
ITA,Italy,Q2,oxford_public_sector_adoption,simple_adjusted_internal,70.24,75.0503082472918,-4.8103082472918,4.8103082472918,30.0,0.30952380952380953,underperformer,29.39,29.39,-0.5200000000000102,-22.260000000000005,Observed minus fitted within in-sample descriptive model; not causal.
BGR,Bulgaria,Q2,oxford_public_sector_adoption,simple_adjusted_internal,64.66,69.64068336939124,-4.980683369391244,4.980683369391244,28.0,0.35714285714285715,underperformer,34.97,34.97,-6.1000000000000085,-27.840000000000003,Observed minus fitted within in-sample descriptive model; not causal.
FIN,Finland,Q2,oxford_public_sector_adoption,simple_adjusted_internal,81.77,81.04457796514441,0.7254220348555833,0.7254220348555833,42.0,0.023809523809523808,overperformer,17.86,17.86,11.009999999999991,-10.730000000000004,Observed minus fitted within in-sample descriptive model; not causal.
CRI,Costa Rica,Q2,oxford_public_sector_adoption,simple_adjusted_internal,42.61,67.89983607962697,-25.289836079626966,25.289836079626966,1.0,1.0,underperformer,57.019999999999996,57.019999999999996,-28.150000000000006,-49.89,Observed minus fitted within in-sample descriptive model; not causal.
CHL,Chile,Q2,oxford_public_sector_adoption,simple_adjusted_internal,70.76,80.5526182888072,-9.79261828880719,9.79261828880719,16.0,0.6428571428571429,underperformer,28.86999999999999,28.86999999999999,0.0,-21.739999999999995,Observed minus fitted within in-sample descriptive model; not causal.
USA,United States,Q2,oxford_public_sector_adoption,simple_adjusted_internal,92.87,79.08240672992123,13.787593270078773,13.787593270078773,11.0,0.7619047619047619,overperformer,6.759999999999991,6.759999999999991,22.11,0.37000000000000455,Observed minus fitted within in-sample descriptive model; not causal.
CHN,China,Q2,oxford_public_sector_adoption,simple_adjusted_internal,49.02,68.21583034127161,-19.19583034127161,19.19583034127161,3.0,0.9523809523809523,underperformer,50.60999999999999,50.60999999999999,-21.740000000000002,-43.48,Observed minus fitted within in-sample descriptive model; not causal.
IND,India,Q2,oxford_public_sector_adoption,simple_adjusted_internal,79.07,72.8124405531418,6.257559446858195,6.257559446858195,25.0,0.42857142857142855,overperformer,20.560000000000002,20.560000000000002,8.309999999999988,-13.430000000000007,Observed minus fitted within in-sample descriptive model; not causal.
JPN,Japan,Q2,oxford_public_sector_adoption,simple_adjusted_internal,72.71,78.7414229580437,-6.031422958043706,6.031422958043706,26.0,0.40476190476190477,underperformer,26.92,26.92,1.9499999999999886,-19.790000000000006,Observed minus fitted within in-sample descriptive model; not causal.
EST,Estonia,Q2,oxford_public_sector_adoption,simple_adjusted_internal,99.63,76.22673154465116,23.403268455348837,23.403268455348837,2.0,0.9761904761904762,overperformer,0.0,0.0,28.86999999999999,7.1299999999999955,Observed minus fitted within in-sample descriptive model; not causal.
ARG,Argentina,Q2,oxford_public_sector_adoption,simple_adjusted_internal,71.06,75.9919414429854,-4.931941442985391,4.931941442985391,29.0,0.3333333333333333,underperformer,28.569999999999993,28.569999999999993,0.29999999999999716,-21.439999999999998,Observed minus fitted within in-sample descriptive model; not causal.
BRA,Brazil,Q2,oxford_public_sector_adoption,simple_adjusted_internal,94.78,78.84937080426744,15.930629195732564,15.930629195732564,8.0,0.8333333333333334,overperformer,4.849999999999994,4.849999999999994,24.019999999999996,2.280000000000001,Observed minus fitted within in-sample descriptive model; not causal.
COL,Colombia,Q2,oxford_public_sector_adoption,simple_adjusted_internal,70.7,75.45629484876751,-4.75629484876751,4.75629484876751,31.0,0.2857142857142857,underperformer,28.929999999999993,28.929999999999993,-0.060000000000002274,-21.799999999999997,Observed minus fitted within in-sample descriptive model; not causal.
MEX,Mexico,Q2,oxford_public_sector_adoption,simple_adjusted_internal,66.11,64.63372533493656,1.4762746650634426,1.4762746650634426,39.0,0.09523809523809523,overperformer,33.519999999999996,33.519999999999996,-4.650000000000006,-26.39,Observed minus fitted within in-sample descriptive model; not causal.
PER,Peru,Q2,oxford_public_sector_adoption,simple_adjusted_internal,90.4,81.34478586617377,9.05521413382624,9.05521413382624,18.0,0.5952380952380952,overperformer,9.22999999999999,9.22999999999999,19.64,-2.0999999999999943,Observed minus fitted within in-sample descriptive model; not causal.
URY,Uruguay,Q2,oxford_public_sector_adoption,simple_adjusted_internal,83.22,70.09416575869122,13.12583424130878,13.12583424130878,12.0,0.7380952380952381,overperformer,16.409999999999997,16.409999999999997,12.459999999999994,-9.280000000000001,Observed minus fitted within in-sample descriptive model; not causal.
GRC,Greece,Q2,oxford_public_sector_adoption,simple_adjusted_internal,78.76,69.73921547611918,9.02078452388082,9.02078452388082,19.0,0.5714285714285714,overperformer,20.86999999999999,20.86999999999999,8.0,-13.739999999999995,Observed minus fitted within in-sample descriptive model; not causal.
ROU,Romania,Q2,oxford_public_sector_adoption,simple_adjusted_internal,55.66,70.28209455279169,-14.622094552791694,14.622094552791694,9.0,0.8095238095238095,underperformer,43.97,43.97,-15.100000000000009,-36.84,Observed minus fitted within in-sample descriptive model; not causal.
HRV,Croatia,Q2,oxford_public_sector_adoption,simple_adjusted_internal,71.67,74.94297089730509,-3.272970897305086,3.272970897305086,35.0,0.19047619047619047,underperformer,27.959999999999994,27.959999999999994,0.9099999999999966,-20.83,Observed minus fitted within in-sample descriptive model; not causal.
ARE,United Arab Emirates,Q2,oxford_ind_adoption_emerging_tech,simple_adjusted_internal,78.0,77.9899115937883,0.010088406211693268,0.010088406211693268,42.0,0.023809523809523808,overperformer,22.0,22.0,16.450000000000003,-10.540000000000006,Observed minus fitted within in-sample descriptive model; not causal.
SGP,Singapore,Q2,oxford_ind_adoption_emerging_tech,simple_adjusted_internal,88.54,95.31633651247134,-6.776336512471332,6.776336512471332,23.0,0.47619047619047616,underperformer,11.459999999999994,11.459999999999994,26.99000000000001,0.0,Observed minus fitted within in-sample descriptive model; not causal.
NOR,Norway,Q2,oxford_ind_adoption_emerging_tech,simple_adjusted_internal,66.51241379,84.89119274916985,-18.37877895916985,18.37877895916985,2.0,0.9761904761904762,underperformer,33.48758621,33.48758621,4.962413789999999,-22.02758621000001,Observed minus fitted within in-sample descriptive model; not causal.
IRL,Ireland,Q2,oxford_ind_adoption_emerging_tech,simple_adjusted_internal,71.34,81.92022307317302,-10.580223073173016,10.580223073173016,15.0,0.6666666666666666,underperformer,28.659999999999997,28.659999999999997,9.790000000000006,-17.200000000000003,Observed minus fitted within in-sample descriptive model; not causal.
FRA,France,Q2,oxford_ind_adoption_emerging_tech,simple_adjusted_internal,83.82,72.59885782417822,11.221142175821768,11.221142175821768,12.0,0.7380952380952381,overperformer,16.180000000000007,16.180000000000007,22.269999999999996,-4.720000000000013,Observed minus fitted within in-sample descriptive model; not causal.
ESP,Spain,Q2,oxford_ind_adoption_emerging_tech,simple_adjusted_internal,68.8,67.64602524145965,1.1539747585403433,1.1539747585403433,36.0,0.16666666666666666,overperformer,31.200000000000003,31.200000000000003,7.25,-19.74000000000001,Observed minus fitted within in-sample descriptive model; not causal.
NZL,New Zealand,Q2,oxford_ind_adoption_emerging_tech,simple_adjusted_internal,77.97,83.34551062015746,-5.375510620157456,5.375510620157456,27.0,0.38095238095238093,underperformer,22.03,22.03,16.42,-10.570000000000007,Observed minus fitted within in-sample descriptive model; not causal.
NLD,Netherlands (Kingdom of the),Q2,oxford_ind_adoption_emerging_tech,simple_adjusted_internal,100.0,82.85801213050888,17.141987869491118,17.141987869491118,3.0,0.9523809523809523,overperformer,0.0,0.0,38.45,11.459999999999994,Observed minus fitted within in-sample descriptive model; not causal.
GBR,United Kingdom,Q2,oxford_ind_adoption_emerging_tech,simple_adjusted_internal,84.23,73.30272464288515,10.927275357114851,10.927275357114851,13.0,0.7142857142857143,overperformer,15.769999999999996,15.769999999999996,22.680000000000007,-4.310000000000002,Observed minus fitted within in-sample descriptive model; not causal.
QAT,Qatar,Q2,oxford_ind_adoption_emerging_tech,simple_adjusted_internal,62.68,71.07916931301048,-8.399169313010482,8.399169313010482,19.0,0.5714285714285714,underperformer,37.32,37.32,1.1300000000000026,-25.860000000000007,Observed minus fitted within in-sample descriptive model; not causal.
AUS,Australia,Q2,oxford_ind_adoption_emerging_tech,simple_adjusted_internal,82.33,78.97814358780778,3.3518564121922196,3.3518564121922196,31.0,0.2857142857142857,overperformer,17.67,17.67,20.78,-6.210000000000008,Observed minus fitted within in-sample descriptive model; not causal.
ISR,Israel,Q2,oxford_ind_adoption_emerging_tech,simple_adjusted_internal,96.84,80.39507792604489,16.444922073955112,16.444922073955112,4.0,0.9285714285714286,overperformer,3.1599999999999966,3.1599999999999966,35.290000000000006,8.299999999999997,Observed minus fitted within in-sample descriptive model; not causal.
BEL,Belgium,Q2,oxford_ind_adoption_emerging_tech,simple_adjusted_internal,66.51241379,70.60007015243733,-4.087656362437329,4.087656362437329,29.0,0.3333333333333333,underperformer,33.48758621,33.48758621,4.962413789999999,-22.02758621000001,Observed minus fitted within in-sample descriptive model; not causal.
CAN,Canada,Q2,oxford_ind_adoption_emerging_tech,simple_adjusted_internal,85.04,78.0354400650704,7.004559934929603,7.004559934929603,22.0,0.5,overperformer,14.959999999999994,14.959999999999994,23.49000000000001,-3.5,Observed minus fitted within in-sample descriptive model; not causal.
CHE,Switzerland,Q2,oxford_ind_adoption_emerging_tech,simple_adjusted_internal,93.09,85.18612857167102,7.9038714283289835,7.9038714283289835,20.0,0.5476190476190477,overperformer,6.909999999999997,6.909999999999997,31.540000000000006,4.549999999999997,Observed minus fitted within in-sample descriptive model; not causal.
