STRUCTURE,STRUCTURE_ID,STRUCTURE_NAME,ACTION,REF_AREA,Reference area,MEASURE,Measure,FREQ,Frequency of observation,TIME_PERIOD,Time period,OBS_VALUE,Observation value,OBS_STATUS,Observation status,UNIT_MULT,Unit multiplier,UNIT_MEASURE,Unit of measure,DECIMALS,Decimals
DATAFLOW,OECD.ECO.GCRD:DSD_PMR@DF_PMR(1.2),Product market regulation,I,FIN,Finland,ARCHITECTS,Architects,A,Annual,2023,,0,,A,Normal value,0,Units,0_TO_6,0-6 scale,4,Four
DATAFLOW,OECD.ECO.GCRD:DSD_PMR@DF_PMR(1.2),Product market regulation,I,FIN,Finland,ENGINEERS,Civil engineers,A,Annual,2023,,0,,A,Normal value,0,Units,0_TO_6,0-6 scale,4,Four
DATAFLOW,OECD.ECO.GCRD:DSD_PMR@DF_PMR(1.2),Product market regulation,I,ISL,Iceland,TARIFFS,Tariff barriers,A,Annual,2018,,0,,A,Normal value,0,Units,0_TO_6,0-6 scale,4,Four
DATAFLOW,OECD.ECO.GCRD:DSD_PMR@DF_PMR(1.2),Product market regulation,I,ISL,Iceland,ACCOUNTANTS,Accountants,A,Annual,2018,,0,,A,Normal value,0,Units,0_TO_6,0-6 scale,4,Four
DATAFLOW,OECD.ECO.GCRD:DSD_PMR@DF_PMR(1.2),Product market regulation,I,ISL,Iceland,TARIFFS,Tariff barriers,A,Annual,2023,,0,,A,Normal value,0,Units,0_TO_6,0-6 scale,4,Four
DATAFLOW,OECD.ECO.GCRD:DSD_PMR@DF_PMR(1.2),Product market regulation,I,ISL,Iceland,ACCOUNTANTS,Accountants,A,Annual,2023,,0,,A,Normal value,0,Units,0_TO_6,0-6 scale,4,Four
DATAFLOW,OECD.ECO.GCRD:DSD_PMR@DF_PMR(1.2),Product market regulation,I,ISR,Israel,ACCOUNTANTS,Accountants,A,Annual,2018,,0,,A,Normal value,0,Units,0_TO_6,0-6 scale,4,Four
DATAFLOW,OECD.ECO.GCRD:DSD_PMR@DF_PMR(1.2),Product market regulation,I,ISR,Israel,MEDICINES,Retail sales of medicines,A,Annual,2018,,0,,A,Normal value,0,Units,0_TO_6,0-6 scale,4,Four
DATAFLOW,OECD.ECO.GCRD:DSD_PMR@DF_PMR(1.2),Product market regulation,I,ISR,Israel,ACCOUNTANTS,Accountants,A,Annual,2023,,0,,A,Normal value,0,Units,0_TO_6,0-6 scale,4,Four
DATAFLOW,OECD.ECO.GCRD:DSD_PMR@DF_PMR(1.2),Product market regulation,I,ISR,Israel,MEDICINES,Retail sales of medicines,A,Annual,2023,,0,,A,Normal value,0,Units,0_TO_6,0-6 scale,4,Four
DATAFLOW,OECD.ECO.GCRD:DSD_PMR@DF_PMR(1.2),Product market regulation,I,ITA,Italy,AIR,Air transport,A,Annual,2018,,0,,A,Normal value,0,Units,0_TO_6,0-6 scale,4,Four
DATAFLOW,OECD.ECO.GCRD:DSD_PMR@DF_PMR(1.2),Product market regulation,I,ITA,Italy,AIR,Air transport,A,Annual,2023,,0,,A,Normal value,0,Units,0_TO_6,0-6 scale,4,Four
DATAFLOW,OECD.ECO.GCRD:DSD_PMR@DF_PMR(1.2),Product market regulation,I,JPN,Japan,TARIFFS,Tariff barriers,A,Annual,2023,,0,,A,Normal value,0,Units,0_TO_6,0-6 scale,4,Four
DATAFLOW,OECD.ECO.GCRD:DSD_PMR@DF_PMR(1.2),Product market regulation,I,KOR,Korea,IMPACT_ASSESSMENT,Assessment of impact on competition,A,Annual,2023,,0,,A,Normal value,0,Units,0_TO_6,0-6 scale,4,Four
DATAFLOW,OECD.ECO.GCRD:DSD_PMR@DF_PMR(1.2),Product market regulation,I,LVA,Latvia,ACCOUNTANTS,Accountants,A,Annual,2018,,0,,A,Normal value,0,Units,0_TO_6,0-6 scale,4,Four
DATAFLOW,OECD.ECO.GCRD:DSD_PMR@DF_PMR(1.2),Product market regulation,I,LVA,Latvia,ESTATEAGENTS,Real estate agents,A,Annual,2018,,0,,A,Normal value,0,Units,0_TO_6,0-6 scale,4,Four
DATAFLOW,OECD.ECO.GCRD:DSD_PMR@DF_PMR(1.2),Product market regulation,I,LVA,Latvia,ESTATEAGENTS,Real estate agents,A,Annual,2023,,0,,A,Normal value,0,Units,0_TO_6,0-6 scale,4,Four
DATAFLOW,OECD.ECO.GCRD:DSD_PMR@DF_PMR(1.2),Product market regulation,I,LTU,Lithuania,ACCOUNTANTS,Accountants,A,Annual,2018,,0,,A,Normal value,0,Units,0_TO_6,0-6 scale,4,Four
DATAFLOW,OECD.ECO.GCRD:DSD_PMR@DF_PMR(1.2),Product market regulation,I,LTU,Lithuania,ESTATEAGENTS,Real estate agents,A,Annual,2018,,0,,A,Normal value,0,Units,0_TO_6,0-6 scale,4,Four
DATAFLOW,OECD.ECO.GCRD:DSD_PMR@DF_PMR(1.2),Product market regulation,I,LTU,Lithuania,ACCOUNTANTS,Accountants,A,Annual,2023,,0,,A,Normal value,0,Units,0_TO_6,0-6 scale,4,Four
DATAFLOW,OECD.ECO.GCRD:DSD_PMR@DF_PMR(1.2),Product market regulation,I,LTU,Lithuania,ESTATEAGENTS,Real estate agents,A,Annual,2023,,0,,A,Normal value,0,Units,0_TO_6,0-6 scale,4,Four
DATAFLOW,OECD.ECO.GCRD:DSD_PMR@DF_PMR(1.2),Product market regulation,I,LTU,Lithuania,RETAIL_TRADE,Retail distribution,A,Annual,2023,,0,,A,Normal value,0,Units,0_TO_6,0-6 scale,4,Four
DATAFLOW,OECD.ECO.GCRD:DSD_PMR@DF_PMR(1.2),Product market regulation,I,MEX,Mexico,MEDICINES,Retail sales of medicines,A,Annual,2018,,0,,A,Normal value,0,Units,0_TO_6,0-6 scale,4,Four
DATAFLOW,OECD.ECO.GCRD:DSD_PMR@DF_PMR(1.2),Product market regulation,I,MEX,Mexico,MEDICINES,Retail sales of medicines,A,Annual,2023,,0,,A,Normal value,0,Units,0_TO_6,0-6 scale,4,Four
DATAFLOW,OECD.ECO.GCRD:DSD_PMR@DF_PMR(1.2),Product market regulation,I,NLD,Netherlands,ENGINEERS,Civil engineers,A,Annual,2018,,0,,A,Normal value,0,Units,0_TO_6,0-6 scale,4,Four
DATAFLOW,OECD.ECO.GCRD:DSD_PMR@DF_PMR(1.2),Product market regulation,I,NLD,Netherlands,ESTATEAGENTS,Real estate agents,A,Annual,2018,,0,,A,Normal value,0,Units,0_TO_6,0-6 scale,4,Four
DATAFLOW,OECD.ECO.GCRD:DSD_PMR@DF_PMR(1.2),Product market regulation,I,NLD,Netherlands,ENGINEERS,Civil engineers,A,Annual,2023,,0,,A,Normal value,0,Units,0_TO_6,0-6 scale,4,Four
DATAFLOW,OECD.ECO.GCRD:DSD_PMR@DF_PMR(1.2),Product market regulation,I,NLD,Netherlands,ESTATEAGENTS,Real estate agents,A,Annual,2023,,0,,A,Normal value,0,Units,0_TO_6,0-6 scale,4,Four
DATAFLOW,OECD.ECO.GCRD:DSD_PMR@DF_PMR(1.2),Product market regulation,I,NZL,New Zealand,PRICE,Retail price controls and regulation,A,Annual,2018,,0,,A,Normal value,0,Units,0_TO_6,0-6 scale,4,Four
DATAFLOW,OECD.ECO.GCRD:DSD_PMR@DF_PMR(1.2),Product market regulation,I,NZL,New Zealand,PRICE,Retail price controls and regulation,A,Annual,2023,,0,,A,Normal value,0,Units,0_TO_6,0-6 scale,4,Four
DATAFLOW,OECD.ECO.GCRD:DSD_PMR@DF_PMR(1.2),Product market regulation,I,NOR,Norway,TARIFFS,Tariff barriers,A,Annual,2018,,0,,A,Normal value,0,Units,0_TO_6,0-6 scale,4,Four
DATAFLOW,OECD.ECO.GCRD:DSD_PMR@DF_PMR(1.2),Product market regulation,I,NOR,Norway,TARIFFS,Tariff barriers,A,Annual,2023,,0,,A,Normal value,0,Units,0_TO_6,0-6 scale,4,Four
DATAFLOW,OECD.ECO.GCRD:DSD_PMR@DF_PMR(1.2),Product market regulation,I,POL,Poland,ACCOUNTANTS,Accountants,A,Annual,2018,,0,,A,Normal value,0,Units,0_TO_6,0-6 scale,4,Four
DATAFLOW,OECD.ECO.GCRD:DSD_PMR@DF_PMR(1.2),Product market regulation,I,POL,Poland,ESTATEAGENTS,Real estate agents,A,Annual,2018,,0,,A,Normal value,0,Units,0_TO_6,0-6 scale,4,Four
DATAFLOW,OECD.ECO.GCRD:DSD_PMR@DF_PMR(1.2),Product market regulation,I,POL,Poland,ACCOUNTANTS,Accountants,A,Annual,2023,,0,,A,Normal value,0,Units,0_TO_6,0-6 scale,4,Four
DATAFLOW,OECD.ECO.GCRD:DSD_PMR@DF_PMR(1.2),Product market regulation,I,POL,Poland,ESTATEAGENTS,Real estate agents,A,Annual,2023,,0,,A,Normal value,0,Units,0_TO_6,0-6 scale,4,Four
DATAFLOW,OECD.ECO.GCRD:DSD_PMR@DF_PMR(1.2),Product market regulation,I,SVK,Slovak Republic,ACCOUNTANTS,Accountants,A,Annual,2018,,0,,A,Normal value,0,Units,0_TO_6,0-6 scale,4,Four
DATAFLOW,OECD.ECO.GCRD:DSD_PMR@DF_PMR(1.2),Product market regulation,I,SVK,Slovak Republic,ESTATEAGENTS,Real estate agents,A,Annual,2018,,0,,A,Normal value,0,Units,0_TO_6,0-6 scale,4,Four
DATAFLOW,OECD.ECO.GCRD:DSD_PMR@DF_PMR(1.2),Product market regulation,I,SVK,Slovak Republic,ACCOUNTANTS,Accountants,A,Annual,2023,,0,,A,Normal value,0,Units,0_TO_6,0-6 scale,4,Four
DATAFLOW,OECD.ECO.GCRD:DSD_PMR@DF_PMR(1.2),Product market regulation,I,SVK,Slovak Republic,ESTATEAGENTS,Real estate agents,A,Annual,2023,,0,,A,Normal value,0,Units,0_TO_6,0-6 scale,4,Four
DATAFLOW,OECD.ECO.GCRD:DSD_PMR@DF_PMR(1.2),Product market regulation,I,SVN,Slovenia,ACCOUNTANTS,Accountants,A,Annual,2018,,0,,A,Normal value,0,Units,0_TO_6,0-6 scale,4,Four
DATAFLOW,OECD.ECO.GCRD:DSD_PMR@DF_PMR(1.2),Product market regulation,I,SVN,Slovenia,ACCOUNTANTS,Accountants,A,Annual,2023,,0,,A,Normal value,0,Units,0_TO_6,0-6 scale,4,Four
DATAFLOW,OECD.ECO.GCRD:DSD_PMR@DF_PMR(1.2),Product market regulation,I,ESP,Spain,ACCOUNTANTS,Accountants,A,Annual,2018,,0,,A,Normal value,0,Units,0_TO_6,0-6 scale,4,Four
DATAFLOW,OECD.ECO.GCRD:DSD_PMR@DF_PMR(1.2),Product market regulation,I,ESP,Spain,ACCOUNTANTS,Accountants,A,Annual,2023,,0,,A,Normal value,0,Units,0_TO_6,0-6 scale,4,Four
DATAFLOW,OECD.ECO.GCRD:DSD_PMR@DF_PMR(1.2),Product market regulation,I,SWE,Sweden,ACCOUNTANTS,Accountants,A,Annual,2018,,0,,A,Normal value,0,Units,0_TO_6,0-6 scale,4,Four
DATAFLOW,OECD.ECO.GCRD:DSD_PMR@DF_PMR(1.2),Product market regulation,I,SWE,Sweden,ARCHITECTS,Architects,A,Annual,2018,,0,,A,Normal value,0,Units,0_TO_6,0-6 scale,4,Four
DATAFLOW,OECD.ECO.GCRD:DSD_PMR@DF_PMR(1.2),Product market regulation,I,SWE,Sweden,ENGINEERS,Civil engineers,A,Annual,2018,,0,,A,Normal value,0,Units,0_TO_6,0-6 scale,4,Four
DATAFLOW,OECD.ECO.GCRD:DSD_PMR@DF_PMR(1.2),Product market regulation,I,SWE,Sweden,MEDICINES,Retail sales of medicines,A,Annual,2018,,0,,A,Normal value,0,Units,0_TO_6,0-6 scale,4,Four
DATAFLOW,OECD.ECO.GCRD:DSD_PMR@DF_PMR(1.2),Product market regulation,I,SWE,Sweden,ACCOUNTANTS,Accountants,A,Annual,2023,,0,,A,Normal value,0,Units,0_TO_6,0-6 scale,4,Four
DATAFLOW,OECD.ECO.GCRD:DSD_PMR@DF_PMR(1.2),Product market regulation,I,SWE,Sweden,ARCHITECTS,Architects,A,Annual,2023,,0,,A,Normal value,0,Units,0_TO_6,0-6 scale,4,Four
DATAFLOW,OECD.ECO.GCRD:DSD_PMR@DF_PMR(1.2),Product market regulation,I,SWE,Sweden,ENGINEERS,Civil engineers,A,Annual,2023,,0,,A,Normal value,0,Units,0_TO_6,0-6 scale,4,Four
DATAFLOW,OECD.ECO.GCRD:DSD_PMR@DF_PMR(1.2),Product market regulation,I,SWE,Sweden,MEDICINES,Retail sales of medicines,A,Annual,2023,,0,,A,Normal value,0,Units,0_TO_6,0-6 scale,4,Four
DATAFLOW,OECD.ECO.GCRD:DSD_PMR@DF_PMR(1.2),Product market regulation,I,CHE,Switzerland,TARIFFS,Tariff barriers,A,Annual,2018,,0,,A,Normal value,0,Units,0_TO_6,0-6 scale,4,Four
DATAFLOW,OECD.ECO.GCRD:DSD_PMR@DF_PMR(1.2),Product market regulation,I,CHE,Switzerland,ACCOUNTANTS,Accountants,A,Annual,2018,,0,,A,Normal value,0,Units,0_TO_6,0-6 scale,4,Four
DATAFLOW,OECD.ECO.GCRD:DSD_PMR@DF_PMR(1.2),Product market regulation,I,CHE,Switzerland,ESTATEAGENTS,Real estate agents,A,Annual,2018,,0,,A,Normal value,0,Units,0_TO_6,0-6 scale,4,Four
DATAFLOW,OECD.ECO.GCRD:DSD_PMR@DF_PMR(1.2),Product market regulation,I,CHE,Switzerland,TARIFFS,Tariff barriers,A,Annual,2023,,0,,A,Normal value,0,Units,0_TO_6,0-6 scale,4,Four
DATAFLOW,OECD.ECO.GCRD:DSD_PMR@DF_PMR(1.2),Product market regulation,I,CHE,Switzerland,ACCOUNTANTS,Accountants,A,Annual,2023,,0,,A,Normal value,0,Units,0_TO_6,0-6 scale,4,Four
DATAFLOW,OECD.ECO.GCRD:DSD_PMR@DF_PMR(1.2),Product market regulation,I,CHE,Switzerland,ESTATEAGENTS,Real estate agents,A,Annual,2023,,0,,A,Normal value,0,Units,0_TO_6,0-6 scale,4,Four
DATAFLOW,OECD.ECO.GCRD:DSD_PMR@DF_PMR(1.2),Product market regulation,I,TUR,Türkiye,ESTATEAGENTS,Real estate agents,A,Annual,2018,,0,,A,Normal value,0,Units,0_TO_6,0-6 scale,4,Four
DATAFLOW,OECD.ECO.GCRD:DSD_PMR@DF_PMR(1.2),Product market regulation,I,GBR,United Kingdom,ELECTRICITY,Electricity,A,Annual,2018,,0,,A,Normal value,0,Units,0_TO_6,0-6 scale,4,Four
DATAFLOW,OECD.ECO.GCRD:DSD_PMR@DF_PMR(1.2),Product market regulation,I,GBR,United Kingdom,AIR,Air transport,A,Annual,2018,,0,,A,Normal value,0,Units,0_TO_6,0-6 scale,4,Four
DATAFLOW,OECD.ECO.GCRD:DSD_PMR@DF_PMR(1.2),Product market regulation,I,GBR,United Kingdom,ACCOUNTANTS,Accountants,A,Annual,2018,,0,,A,Normal value,0,Units,0_TO_6,0-6 scale,4,Four
DATAFLOW,OECD.ECO.GCRD:DSD_PMR@DF_PMR(1.2),Product market regulation,I,GBR,United Kingdom,IMPACT_ASSESSMENT,Assessment of impact on competition,A,Annual,2023,,0,,A,Normal value,0,Units,0_TO_6,0-6 scale,4,Four
DATAFLOW,OECD.ECO.GCRD:DSD_PMR@DF_PMR(1.2),Product market regulation,I,GBR,United Kingdom,TARIFFS,Tariff barriers,A,Annual,2023,,0,,A,Normal value,0,Units,0_TO_6,0-6 scale,4,Four
DATAFLOW,OECD.ECO.GCRD:DSD_PMR@DF_PMR(1.2),Product market regulation,I,GBR,United Kingdom,AIR,Air transport,A,Annual,2023,,0,,A,Normal value,0,Units,0_TO_6,0-6 scale,4,Four
DATAFLOW,OECD.ECO.GCRD:DSD_PMR@DF_PMR(1.2),Product market regulation,I,GBR,United Kingdom,ACCOUNTANTS,Accountants,A,Annual,2023,,0,,A,Normal value,0,Units,0_TO_6,0-6 scale,4,Four
DATAFLOW,OECD.ECO.GCRD:DSD_PMR@DF_PMR(1.2),Product market regulation,I,USA,United States,ACCOUNTANTS,Accountants,A,Annual,2018,,0,,A,Normal value,0,Units,0_TO_6,0-6 scale,4,Four
DATAFLOW,OECD.ECO.GCRD:DSD_PMR@DF_PMR(1.2),Product market regulation,I,USA,United States,MEDICINES,Retail sales of medicines,A,Annual,2018,,0,,A,Normal value,0,Units,0_TO_6,0-6 scale,4,Four
DATAFLOW,OECD.ECO.GCRD:DSD_PMR@DF_PMR(1.2),Product market regulation,I,USA,United States,ACCOUNTANTS,Accountants,A,Annual,2023,,0,,A,Normal value,0,Units,0_TO_6,0-6 scale,4,Four
DATAFLOW,OECD.ECO.GCRD:DSD_PMR@DF_PMR(1.2),Product market regulation,I,USA,United States,MEDICINES,Retail sales of medicines,A,Annual,2023,,0,,A,Normal value,0,Units,0_TO_6,0-6 scale,4,Four
DATAFLOW,OECD.ECO.GCRD:DSD_PMR@DF_PMR(1.2),Product market regulation,I,ARM,Armenia,ESTATEAGENTS,Real estate agents,A,Annual,2023,,0,,A,Normal value,0,Units,0_TO_6,0-6 scale,4,Four
DATAFLOW,OECD.ECO.GCRD:DSD_PMR@DF_PMR(1.2),Product market regulation,I,BGR,Bulgaria,ACCOUNTANTS,Accountants,A,Annual,2018,,0,,A,Normal value,0,Units,0_TO_6,0-6 scale,4,Four
DATAFLOW,OECD.ECO.GCRD:DSD_PMR@DF_PMR(1.2),Product market regulation,I,BGR,Bulgaria,ESTATEAGENTS,Real estate agents,A,Annual,2018,,0,,A,Normal value,0,Units,0_TO_6,0-6 scale,4,Four
DATAFLOW,OECD.ECO.GCRD:DSD_PMR@DF_PMR(1.2),Product market regulation,I,BGR,Bulgaria,ACCOUNTANTS,Accountants,A,Annual,2023,,0,,A,Normal value,0,Units,0_TO_6,0-6 scale,4,Four
DATAFLOW,OECD.ECO.GCRD:DSD_PMR@DF_PMR(1.2),Product market regulation,I,BGR,Bulgaria,ESTATEAGENTS,Real estate agents,A,Annual,2023,,0,,A,Normal value,0,Units,0_TO_6,0-6 scale,4,Four
DATAFLOW,OECD.ECO.GCRD:DSD_PMR@DF_PMR(1.2),Product market regulation,I,HRV,Croatia,ACCOUNTANTS,Accountants,A,Annual,2018,,0,,A,Normal value,0,Units,0_TO_6,0-6 scale,4,Four
DATAFLOW,OECD.ECO.GCRD:DSD_PMR@DF_PMR(1.2),Product market regulation,I,HRV,Croatia,ACCOUNTANTS,Accountants,A,Annual,2023,,0,,A,Normal value,0,Units,0_TO_6,0-6 scale,4,Four
DATAFLOW,OECD.ECO.GCRD:DSD_PMR@DF_PMR(1.2),Product market regulation,I,CYP,Cyprus,ACCOUNTANTS,Accountants,A,Annual,2018,,0,,A,Normal value,0,Units,0_TO_6,0-6 scale,4,Four
DATAFLOW,OECD.ECO.GCRD:DSD_PMR@DF_PMR(1.2),Product market regulation,I,CYP,Cyprus,ACCOUNTANTS,Accountants,A,Annual,2023,,0,,A,Normal value,0,Units,0_TO_6,0-6 scale,4,Four
DATAFLOW,OECD.ECO.GCRD:DSD_PMR@DF_PMR(1.2),Product market regulation,I,MLT,Malta,AIR,Air transport,A,Annual,2018,,0,,A,Normal value,0,Units,0_TO_6,0-6 scale,4,Four
DATAFLOW,OECD.ECO.GCRD:DSD_PMR@DF_PMR(1.2),Product market regulation,I,MLT,Malta,ESTATEAGENTS,Real estate agents,A,Annual,2018,,0,,A,Normal value,0,Units,0_TO_6,0-6 scale,4,Four
DATAFLOW,OECD.ECO.GCRD:DSD_PMR@DF_PMR(1.2),Product market regulation,I,MLT,Malta,AIR,Air transport,A,Annual,2023,,0,,A,Normal value,0,Units,0_TO_6,0-6 scale,4,Four
DATAFLOW,OECD.ECO.GCRD:DSD_PMR@DF_PMR(1.2),Product market regulation,I,MDA,Moldova,AIR,Air transport,A,Annual,2018,,0,,A,Normal value,0,Units,0_TO_6,0-6 scale,4,Four
DATAFLOW,OECD.ECO.GCRD:DSD_PMR@DF_PMR(1.2),Product market regulation,I,MDA,Moldova,ESTATEAGENTS,Real estate agents,A,Annual,2018,,0,,A,Normal value,0,Units,0_TO_6,0-6 scale,4,Four
DATAFLOW,OECD.ECO.GCRD:DSD_PMR@DF_PMR(1.2),Product market regulation,I,MDA,Moldova,ESTATEAGENTS,Real estate agents,A,Annual,2023,,0,,A,Normal value,0,Units,0_TO_6,0-6 scale,4,Four
DATAFLOW,OECD.ECO.GCRD:DSD_PMR@DF_PMR(1.2),Product market regulation,I,PER,Peru,TARIFFS,Tariff barriers,A,Annual,2018,,0,,A,Normal value,0,Units,0_TO_6,0-6 scale,4,Four
DATAFLOW,OECD.ECO.GCRD:DSD_PMR@DF_PMR(1.2),Product market regulation,I,PER,Peru,IMPACT_ASSESSMENT,Assessment of impact on competition,A,Annual,2023,,0,,A,Normal value,0,Units,0_TO_6,0-6 scale,4,Four
DATAFLOW,OECD.ECO.GCRD:DSD_PMR@DF_PMR(1.2),Product market regulation,I,PER,Peru,TARIFFS,Tariff barriers,A,Annual,2023,,0,,A,Normal value,0,Units,0_TO_6,0-6 scale,4,Four
DATAFLOW,OECD.ECO.GCRD:DSD_PMR@DF_PMR(1.2),Product market regulation,I,AUS,Australia,TARIFFS,Tariff barriers,A,Annual,2018,,0.5,,A,Normal value,0,Units,0_TO_6,0-6 scale,4,Four
DATAFLOW,OECD.ECO.GCRD:DSD_PMR@DF_PMR(1.2),Product market regulation,I,AUS,Australia,ARCHITECTS,Architects,A,Annual,2018,,0.5,,A,Normal value,0,Units,0_TO_6,0-6 scale,4,Four
DATAFLOW,OECD.ECO.GCRD:DSD_PMR@DF_PMR(1.2),Product market regulation,I,AUS,Australia,TARIFFS,Tariff barriers,A,Annual,2023,,0.5,,A,Normal value,0,Units,0_TO_6,0-6 scale,4,Four
DATAFLOW,OECD.ECO.GCRD:DSD_PMR@DF_PMR(1.2),Product market regulation,I,AUS,Australia,ARCHITECTS,Architects,A,Annual,2023,,0.5,,A,Normal value,0,Units,0_TO_6,0-6 scale,4,Four
DATAFLOW,OECD.ECO.GCRD:DSD_PMR@DF_PMR(1.2),Product market regulation,I,AUT,Austria,TARIFFS,Tariff barriers,A,Annual,2018,,0.5,,A,Normal value,0,Units,0_TO_6,0-6 scale,4,Four
DATAFLOW,OECD.ECO.GCRD:DSD_PMR@DF_PMR(1.2),Product market regulation,I,AUT,Austria,TARIFFS,Tariff barriers,A,Annual,2023,,0.5,,A,Normal value,0,Units,0_TO_6,0-6 scale,4,Four
DATAFLOW,OECD.ECO.GCRD:DSD_PMR@DF_PMR(1.2),Product market regulation,I,AUT,Austria,ECOMM_FIX,Fixed e-communications,A,Annual,2023,,0.5,,A,Normal value,0,Units,0_TO_6,0-6 scale,4,Four
DATAFLOW,OECD.ECO.GCRD:DSD_PMR@DF_PMR(1.2),Product market regulation,I,BEL,Belgium,TARIFFS,Tariff barriers,A,Annual,2018,,0.5,,A,Normal value,0,Units,0_TO_6,0-6 scale,4,Four
DATAFLOW,OECD.ECO.GCRD:DSD_PMR@DF_PMR(1.2),Product market regulation,I,BEL,Belgium,TARIFFS,Tariff barriers,A,Annual,2023,,0.5,,A,Normal value,0,Units,0_TO_6,0-6 scale,4,Four
DATAFLOW,OECD.ECO.GCRD:DSD_PMR@DF_PMR(1.2),Product market regulation,I,CAN,Canada,TARIFFS,Tariff barriers,A,Annual,2018,,0.5,,A,Normal value,0,Units,0_TO_6,0-6 scale,4,Four
DATAFLOW,OECD.ECO.GCRD:DSD_PMR@DF_PMR(1.2),Product market regulation,I,COL,Colombia,MEDICINES,Retail sales of medicines,A,Annual,2018,,0.5,,A,Normal value,0,Units,0_TO_6,0-6 scale,4,Four
DATAFLOW,OECD.ECO.GCRD:DSD_PMR@DF_PMR(1.2),Product market regulation,I,COL,Colombia,MEDICINES,Retail sales of medicines,A,Annual,2023,,0.5,,A,Normal value,0,Units,0_TO_6,0-6 scale,4,Four
DATAFLOW,OECD.ECO.GCRD:DSD_PMR@DF_PMR(1.2),Product market regulation,I,CZE,Czechia,TARIFFS,Tariff barriers,A,Annual,2018,,0.5,,A,Normal value,0,Units,0_TO_6,0-6 scale,4,Four
DATAFLOW,OECD.ECO.GCRD:DSD_PMR@DF_PMR(1.2),Product market regulation,I,CZE,Czechia,TARIFFS,Tariff barriers,A,Annual,2023,,0.5,,A,Normal value,0,Units,0_TO_6,0-6 scale,4,Four
DATAFLOW,OECD.ECO.GCRD:DSD_PMR@DF_PMR(1.2),Product market regulation,I,DNK,Denmark,TARIFFS,Tariff barriers,A,Annual,2018,,0.5,,A,Normal value,0,Units,0_TO_6,0-6 scale,4,Four
DATAFLOW,OECD.ECO.GCRD:DSD_PMR@DF_PMR(1.2),Product market regulation,I,DNK,Denmark,TARIFFS,Tariff barriers,A,Annual,2023,,0.5,,A,Normal value,0,Units,0_TO_6,0-6 scale,4,Four
DATAFLOW,OECD.ECO.GCRD:DSD_PMR@DF_PMR(1.2),Product market regulation,I,DNK,Denmark,WATER,Water transport,A,Annual,2023,,0.5,,A,Normal value,0,Units,0_TO_6,0-6 scale,4,Four
DATAFLOW,OECD.ECO.GCRD:DSD_PMR@DF_PMR(1.2),Product market regulation,I,EST,Estonia,TARIFFS,Tariff barriers,A,Annual,2018,,0.5,,A,Normal value,0,Units,0_TO_6,0-6 scale,4,Four
DATAFLOW,OECD.ECO.GCRD:DSD_PMR@DF_PMR(1.2),Product market regulation,I,EST,Estonia,WATER,Water transport,A,Annual,2018,,0.5,,A,Normal value,0,Units,0_TO_6,0-6 scale,4,Four
DATAFLOW,OECD.ECO.GCRD:DSD_PMR@DF_PMR(1.2),Product market regulation,I,EST,Estonia,TARIFFS,Tariff barriers,A,Annual,2023,,0.5,,A,Normal value,0,Units,0_TO_6,0-6 scale,4,Four
DATAFLOW,OECD.ECO.GCRD:DSD_PMR@DF_PMR(1.2),Product market regulation,I,EST,Estonia,WATER,Water transport,A,Annual,2023,,0.5,,A,Normal value,0,Units,0_TO_6,0-6 scale,4,Four
DATAFLOW,OECD.ECO.GCRD:DSD_PMR@DF_PMR(1.2),Product market regulation,I,FIN,Finland,IMPACT_ASSESSMENT,Assessment of impact on competition,A,Annual,2018,,0.5,,A,Normal value,0,Units,0_TO_6,0-6 scale,4,Four
DATAFLOW,OECD.ECO.GCRD:DSD_PMR@DF_PMR(1.2),Product market regulation,I,FIN,Finland,TARIFFS,Tariff barriers,A,Annual,2018,,0.5,,A,Normal value,0,Units,0_TO_6,0-6 scale,4,Four
DATAFLOW,OECD.ECO.GCRD:DSD_PMR@DF_PMR(1.2),Product market regulation,I,FIN,Finland,IMPACT_ASSESSMENT,Assessment of impact on competition,A,Annual,2023,,0.5,,A,Normal value,0,Units,0_TO_6,0-6 scale,4,Four
DATAFLOW,OECD.ECO.GCRD:DSD_PMR@DF_PMR(1.2),Product market regulation,I,FIN,Finland,TARIFFS,Tariff barriers,A,Annual,2023,,0.5,,A,Normal value,0,Units,0_TO_6,0-6 scale,4,Four
DATAFLOW,OECD.ECO.GCRD:DSD_PMR@DF_PMR(1.2),Product market regulation,I,FRA,France,TARIFFS,Tariff barriers,A,Annual,2018,,0.5,,A,Normal value,0,Units,0_TO_6,0-6 scale,4,Four
DATAFLOW,OECD.ECO.GCRD:DSD_PMR@DF_PMR(1.2),Product market regulation,I,FRA,France,TARIFFS,Tariff barriers,A,Annual,2023,,0.5,,A,Normal value,0,Units,0_TO_6,0-6 scale,4,Four
DATAFLOW,OECD.ECO.GCRD:DSD_PMR@DF_PMR(1.2),Product market regulation,I,DEU,Germany,TARIFFS,Tariff barriers,A,Annual,2018,,0.5,,A,Normal value,0,Units,0_TO_6,0-6 scale,4,Four
DATAFLOW,OECD.ECO.GCRD:DSD_PMR@DF_PMR(1.2),Product market regulation,I,DEU,Germany,ELECTRICITY,Electricity,A,Annual,2018,,0.5,,A,Normal value,0,Units,0_TO_6,0-6 scale,4,Four
